job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
3a93e4b1-064,Staff/Lead Machine Learning Engineer,Machine Learning Engineer,Staff/Lead,IBM,Enterprise,Healthcare/BioTech,"Seattle, WA",Remote,True,,,510000,Weights & Biases|Docker|MLflow|PyTorch|GCP Vertex AI|TensorFlow|scikit-learn|Kubernetes|Git|Python,10,9,12,Master's Preferred,No,Gym Membership|Health Insurance|Parental Leave,"We are looking for a Staff/Lead Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, Docker, MLflow, PyTorch, GCP Vertex AI, TensorFlow. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-13,37,very_high,Enterprise,2026-03-22T19:50:30
36abee8b-202,Entry Level AI/LLM Engineer,AI/LLM Engineer,Entry Level,Confluent,Scale-up,Healthcare/BioTech,"New York, NY",Remote,True,,,210000,PyTorch|GCP|Vector Databases|LangChain,4,0,3,Master's Preferred,Possible,Health Insurance|Learning Budget|401k Match|Parental Leave|Gym Membership|Free Meals|Remote Work Stipend,"We are looking for a Entry Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, GCP, Vector Databases, LangChain. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-06,16,explosive,Scale-up,2026-03-22T19:50:30
189df936-bbf,Senior Data Scientist,Data Scientist,Senior,UnitedHealth,Enterprise,E-commerce,"New York, NY",Hybrid,False,280000,348000,310000,SQL|GCP|Statistics|Python,4,5,7,No Degree Required,Yes,Learning Budget|401k Match|Parental Leave|Stock Options / RSUs,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, Statistics, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-14,8,stable,Enterprise,2026-03-22T19:50:30
6eb282e6-f76,Business Intelligence Developer,Business Intelligence Developer,Mid Level,Accenture,Enterprise,EdTech,"San Francisco, CA",Hybrid,False,,,90000,Looker|Snowflake|Tableau|Redshift|Power BI|BigQuery|DAX|Data Modeling,8,3,6,Bachelor's Degree,Possible,Learning Budget|Remote Work Stipend|Health Insurance|Stock Options / RSUs,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Snowflake, Tableau, Redshift, Power BI, BigQuery. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-20,2,declining,Enterprise,2026-03-22T19:50:30
f1eb514e-082,Staff/Lead Business Intelligence Developer,Business Intelligence Developer,Staff/Lead,Deloitte,Enterprise,SaaS/Cloud,"San Francisco, CA",Hybrid,False,200000,275000,230000,Looker|SQL|Excel|Tableau|Power BI|Git,6,10,11,PhD Preferred,Yes,Health Insurance|Parental Leave|401k Match|Learning Budget,"We are looking for a Staff/Lead Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Power BI, Git. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-20,61,declining,Enterprise,2026-03-22T19:50:30
9748d2cd-34b,Analytics Engineer,Analytics Engineer,Mid Level,Confluent,Scale-up,Media/Streaming,"San Francisco, CA",Hybrid,False,152000,197000,175000,Looker|SQL|Snowflake|dbt|Python,5,4,7,No Degree Required,No,Parental Leave|Free Meals|Mental Health Benefits|Gym Membership|Unlimited PTO|401k Match,"We are looking for a Mid Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Snowflake, dbt, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-04,18,high,Scale-up,2026-03-22T19:50:30
e034e4f0-2ad,Senior Data Engineer,Data Engineer,Senior,Weights & Biases,Scale-up,SaaS/Cloud,"Atlanta, GA",On-site,False,,,245000,Docker|Airflow|Snowflake|Kafka|Kubernetes|Python,6,9,11,PhD Preferred,Possible,Remote Work Stipend|Free Meals|Parental Leave|Stock Options / RSUs|Unlimited PTO|Learning Budget|Health Insurance,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, Airflow, Snowflake, Kafka, Kubernetes, Python. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-01-15,66,high,Scale-up,2026-03-22T19:50:30
d8107526-2f6,Senior Data Engineer,Data Engineer,Senior,Snowflake,Scale-up,SaaS/Cloud,"Chicago, IL",Remote,True,,,215000,SQL|Airflow|Git|Snowflake|Kafka|dbt,6,9,12,Bachelor's Degree,Yes,Remote Work Stipend|Parental Leave|Free Meals|Stock Options / RSUs|Learning Budget|Gym Membership|Health Insurance,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Git, Snowflake, Kafka, dbt. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-11,11,high,Scale-up,2026-03-22T19:50:30
8c5a3991-17d,Data Scientist,Data Scientist,Mid Level,Databricks,Scale-up,Gaming,"Chicago, IL",Remote,True,,,180000,Docker|SQL|Statistics|Snowflake|Databricks|A/B Testing|R|Python,8,3,4,Bachelor's Degree,No,Gym Membership|Parental Leave|Learning Budget|Free Meals,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, Statistics, Snowflake, Databricks, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-08,14,stable,Scale-up,2026-03-22T19:50:30
e26b1c79-df4,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,Walmart,Enterprise,Media/Streaming,"San Francisco, CA",Remote,True,251000,315000,275000,AWS|OpenAI API|RAG|Vector Databases,4,5,7,No Degree Required,Yes,401k Match|Parental Leave|Stock Options / RSUs|Free Meals|Health Insurance|Mental Health Benefits|Gym Membership,"We are looking for a Senior AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, OpenAI API, RAG, Vector Databases. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-12,69,explosive,Enterprise,2026-03-22T19:50:30
68a511c2-a90,Senior Data Engineer,Data Engineer,Senior,Microsoft,FAANG+,AI/ML Platform,"Boston, MA",On-site,False,,,200000,Azure|SQL|Airflow|GCP|Spark|Kafka|dbt|Python,8,7,8,PhD Preferred,No,Health Insurance|Free Meals|Remote Work Stipend,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, SQL, Airflow, GCP, Spark, Kafka. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-21,1,high,FAANG+,2026-03-22T19:50:30
7b1b9a92-0c8,Senior Data Engineer,Data Engineer,Senior,Airbyte,Scale-up,Healthcare/BioTech,"New York, NY",On-site,False,228000,284000,255000,SQL|Airflow|Databricks|Kafka|dbt,5,6,8,Bachelor's Degree,Yes,401k Match|Remote Work Stipend|Unlimited PTO,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Databricks, Kafka, dbt. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-01-26,55,high,Scale-up,2026-03-22T19:50:30
abb9f75a-cdd,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Mistral,Scale-up,AI/ML Platform,"Chicago, IL",Hybrid,False,246000,280000,260000,AWS SageMaker|MLflow|PyTorch|TensorFlow|Ray|Kubernetes|Python,7,7,8,Bachelor's Degree,Possible,401k Match|Parental Leave|Mental Health Benefits|Stock Options / RSUs|Learning Budget|Free Meals|Gym Membership,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, MLflow, PyTorch, TensorFlow, Ray, Kubernetes. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-27,23,very_high,Scale-up,2026-03-22T19:50:30
4e8502b9-683,Data Analyst,Data Analyst,Mid Level,Airbyte,Scale-up,AI/ML Platform,"New York, NY",On-site,False,158000,199000,175000,Looker|Excel|Tableau|Redshift|Power BI|Google Sheets|dbt,7,3,5,Master's Preferred,Yes,Stock Options / RSUs|401k Match|Health Insurance|Mental Health Benefits|Parental Leave,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Tableau, Redshift, Power BI, Google Sheets. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-09,13,stable,Scale-up,2026-03-22T19:50:30
5eef6f48-304,Data Scientist,Data Scientist,Mid Level,Anthropic,FAANG+,InsurTech,"Austin, TX",Remote,True,,,225000,Docker|GCP|scikit-learn|Statistics|Jupyter|A/B Testing,6,5,8,Master's Preferred,Yes,Unlimited PTO|Health Insurance|Gym Membership|Learning Budget|Parental Leave,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, GCP, scikit-learn, Statistics, Jupyter, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-16,6,stable,FAANG+,2026-03-22T19:50:30
57cdf393-9d8,Senior Data Scientist,Data Scientist,Senior,MetricStack,Startup,AdTech/MarTech,"Los Angeles, CA",Hybrid,False,182000,219000,195000,SQL|scikit-learn|Jupyter|A/B Testing|R,5,9,12,Master's Preferred,Yes,401k Match|Free Meals|Mental Health Benefits,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Jupyter, A/B Testing, R. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-01-20,61,stable,Startup,2026-03-22T19:50:30
4cfc93c1-818,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Deloitte,Enterprise,Logistics/Supply Chain,"Boston, MA",Hybrid,False,138000,170000,155000,Weights & Biases|MLflow|PyTorch|GCP Vertex AI|Azure ML|scikit-learn|Git|Python,8,3,5,Master's Preferred,No,Health Insurance|Learning Budget|Remote Work Stipend,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, MLflow, PyTorch, GCP Vertex AI, Azure ML, scikit-learn. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-06,75,very_high,Enterprise,2026-03-22T19:50:30
2dbf855d-eba,Senior Data Analyst,Data Analyst,Senior,Anyscale,Scale-up,InsurTech,"Chicago, IL",Hybrid,False,142000,175000,165000,Looker|Excel|Power BI|Git|Python,5,9,12,Bachelor's Degree,Yes,Mental Health Benefits|Learning Budget|401k Match|Stock Options / RSUs|Free Meals|Unlimited PTO,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, Excel, Power BI, Git, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-02-08,42,stable,Scale-up,2026-03-22T19:50:30
d054624f-70f,Senior Analytics Engineer,Analytics Engineer,Senior,Anthropic,FAANG+,Cybersecurity,"Boston, MA",Remote,True,,,240000,Python|Looker|Git|dbt|Data Modeling,5,7,10,Bachelor's Degree,No,Unlimited PTO|Free Meals|401k Match|Parental Leave|Health Insurance|Learning Budget|Stock Options / RSUs,"We are looking for a Senior Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, Git, dbt, Data Modeling. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-16,65,high,FAANG+,2026-03-22T19:50:30
8250a448-d91,Entry Level Data Analyst,Data Analyst,Entry Level,OpenAI,FAANG+,Healthcare/BioTech,"Washington, DC",On-site,False,,,115000,Tableau|Redshift|Power BI|Snowflake|Python,5,2,3,Master's Preferred,Yes,Parental Leave|Learning Budget|Free Meals,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Tableau, Redshift, Power BI, Snowflake, Python. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-24,26,stable,FAANG+,2026-03-22T19:50:30
435f9f50-75c,Data Scientist,Data Scientist,Mid Level,Anthropic,FAANG+,Healthcare/BioTech,"Miami, FL",On-site,False,,,130000,SQL|Airflow|Statistics|Jupyter|Databricks|A/B Testing|R|Python,8,4,7,PhD Preferred,No,Remote Work Stipend|401k Match|Free Meals|Unlimited PTO|Learning Budget|Stock Options / RSUs,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, Statistics, Jupyter, Databricks, A/B Testing. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-02,48,stable,FAANG+,2026-03-22T19:50:30
